course_id,section_id,instructor,enrollment_status,enrollment_count,enrollment_capacity,waitlist_status,waitlist_count,waitlist_capacity,created_at
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 04:01:45.420641
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 05:00:34.634713
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 06:01:33.64151
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 07:01:38.699873
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 08:01:39.491726
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 09:01:40.92478
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 10:02:17.568799
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-21 11:01:41.63128
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 01:01:52.471822
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 02:02:23.726849
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 03:01:43.562108
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 04:01:38.175793
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 05:01:37.85562
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 06:01:42.586379
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 07:03:13.526847
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 08:01:41.122845
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 09:01:41.982199
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 10:01:33.312166
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 11:01:32.571101
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 12:01:35.809757
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 13:01:47.990232
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 14:02:22.150526
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 15:01:36.913441
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 16:01:34.036654
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 17:03:42.153755
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 18:01:38.205854
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 19:02:45.648221
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 20:01:41.346956
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 21:01:45.160415
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 22:01:36.719185
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-22 23:02:15.233128
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 00:01:45.85725
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 01:01:36.808564
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 02:01:38.380442
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 03:05:03.787427
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 04:01:38.681476
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 05:03:11.439947
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 06:01:41.370135
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 07:04:35.571858
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 08:01:36.888071
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 09:02:10.304741
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 10:01:41.626243
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 11:01:37.461599
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 12:01:36.911079
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 13:02:28.927655
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 14:01:39.370766
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 15:00:52.962622
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 16:01:48.629562
2732,187780200,"Sarrafzadeh, M.",Full,240,240,Full,30,30,2019-09-23 17:06:42.363511
